,Store Number,Ownership Type,Continent,Country,City,State/Province,Longitude,Latitude,Status
20342,72423-6826,Licensed,North America,United States,Forked River,NJ,-74.21,39.87,Closed
20343,73855-93630,Licensed,North America,United States,Fort Lee,NJ,-73.97,40.86,Active
20344,7471-5986,Company Owned,North America,United States,Fort Lee,NJ,-73.97,40.85,Active
20345,14296-114267,Company Owned,North America,United States,Fort Lee,NJ,-73.97,40.86,Active
20346,21773-214845,Company Owned,North America,United States,Fort Lee,NJ,-73.98,40.86,Active
20347,7256-882,Company Owned,North America,United States,Fort Lee,NJ,-73.97,40.86,Active
20348,11690-104888,Company Owned,North America,United States,Franklin,NJ,-74.58,41.11,Active
20349,11928-104892,Company Owned,North America,United States,Franklin Lakes,NJ,-74.21,40.99,Active
20350,79448-104049,Licensed,North America,United States,Franklin TWP,NJ,-74.56,40.43,Active
20351,14266-108195,Company Owned,North America,United States,Freehold,NJ,-74.3,40.25,Active
20352,7204-624,Company Owned,North America,United States,Freehold,NJ,-74.29,40.26,Closed
20353,7758-59423,Company Owned,North America,United States,Freehold,NJ,-74.31,40.24,Active
20354,22993-226584,Company Owned,North America,United States,Freehold,NJ,-74.26,40.21,Active
20356,25707-242204,Company Owned,North America,United States,Galloway,NJ,-74.54,39.48,Active
20357,8811-94620,Company Owned,North America,United States,Gillette,NJ,-74.48,40.67,Active
20358,13383-104771,Company Owned,North America,United States,Glen Ridge,NJ,-74.2,40.8,Active
20359,7700-32162,Company Owned,North America,United States,Glen Rock,NJ,-74.13,40.96,Active
20360,23733-224985,Company Owned,North America,United States,Gloucester Township,NJ,-75.05,39.78,Active
20361,21251-209324,Company Owned,North America,United States,Green Brook,NJ,-74.5,40.59,Active
20363,7852-67261,Company Owned,North America,United States,Hackensack,NJ,-74.06,40.88,Active
20364,20966-208924,Licensed,North America,United States,Hackensack,NJ,-74.04,40.9,Active
20365,76977-136629,Licensed,North America,United States,Hackettstown,NJ,-74.81,40.85,Active
20366,19242-195985,Company Owned,North America,United States,Hackettstown,NJ,-74.84,40.82,Active
20367,7233-606,Company Owned,North America,United States,Haddonfield,NJ,-75.03,39.9,Active
20368,8964-95200,Company Owned,North America,United States,Hamilton,NJ,-74.69,40.21,Closed
20369,72424-6846,Licensed,North America,United States,Hammonton,NJ,-74.74,39.55,Active
20370,7428-1904,Company Owned,North America,United States,Hasbrouck Heights,NJ,-74.07,40.86,Active
20371,7332-1268,Company Owned,North America,United States,Hillsborough,NJ,-74.65,40.5,Closed
20372,2972-92906,Company Owned,North America,United States,Hillsdale,NJ,-74.04,41.0,Closed
20373,7348-1370,Company Owned,North America,United States,Hoboken,NJ,-74.03,40.74,Active
20374,7489-4450,Company Owned,North America,United States,Hoboken,NJ,-74.03,40.75,Active
20375,14479-123745,Company Owned,North America,United States,Hoboken,NJ,-74.03,40.74,Active
20376,2773-69720,Company Owned,North America,United States,Howell,NJ,-74.22,40.14,Closed
20377,7719-53119,Company Owned,North America,United States,Iselin,NJ,-74.3,40.56,Active
20379,7383-1554,Company Owned,North America,United States,Jersey City,NJ,-74.03,40.73,Active
20380,17862-134219,Company Owned,North America,United States,Jersey City,NJ,-74.03,40.72,Active
20381,13350-104737,Company Owned,North America,United States,Jersey City,NJ,-74.04,40.72,Active
20382,76238-90970,Licensed,North America,United States,Jersey City,NJ,-74.04,40.73,Active
20383,19500-201864,Company Owned,North America,United States,Jersey City,NJ,-74.04,40.73,Active
20384,73857-94450,Licensed,North America,United States,Kenilworth,NJ,-74.28,40.68,Active
20385,11533-104575,Company Owned,North America,United States,Lakewood,NJ,-74.16,40.06,Active
20386,19504-106919,Company Owned,North America,United States,Lawrenceville,NJ,-74.68,40.29,Closed
20387,7309-980,Company Owned,North America,United States,Lawrenceville,NJ,-74.68,40.3,Active
20388,75468-106281,Licensed,North America,United States,Lawrenceville,NJ,-74.73,40.28,Active
20389,23592-231284,Company Owned,North America,United States,Lawrenceville,NJ,-74.73,40.3,Active
20391,50211-272268,Licensed,North America,United States,Lincroft,NJ,-74.12,40.33,Active
20392,7739-44906,Company Owned,North America,United States,Linden,NJ,-74.25,40.62,Active
20393,10643-101721,Company Owned,North America,United States,Little Ferry,NJ,-74.04,40.86,Active
20394,7243-563,Company Owned,North America,United States,Livingston,NJ,-74.32,40.8,Active
20395,7552-13240,Company Owned,North America,United States,Madison,NJ,-74.4,40.75,Active
20396,73858-93628,Licensed,North America,United States,Mahwah,NJ,-74.15,41.1,Active
20397,76936-129484,Licensed,North America,United States,Manahawkin,NJ,-74.29,39.71,Active
20398,7753-9873,Company Owned,North America,United States,Manalapan,NJ,-74.3,40.31,Active
20399,75632-84440,Licensed,North America,United States,Margate City,NJ,-74.5,39.33,Active
20400,7438-2865,Company Owned,North America,United States,Matawan,NJ,-74.23,40.41,Active
20401,7793-54879,Company Owned,North America,United States,Mays Landing,NJ,-74.64,39.45,Closed
20402,7584-16495,Company Owned,North America,United States,Medford,NJ,-74.81,39.87,Closed
20403,7617-21884,Company Owned,North America,United States,Middletown,NJ,-74.13,40.41,Active
20404,11929-105443,Company Owned,North America,United States,Midland Park,NJ,-74.14,40.98,Closed
20405,7276-757,Company Owned,North America,United States,Millburn,NJ,-74.31,40.72,Active
20406,72451-9973,Licensed,North America,United States,Milltown,NJ,-74.44,40.42,Active
20407,76696-98031,Licensed,North America,United States,Millville,NJ,-75.04,39.42,Active
20408,13856-108464,Company Owned,North America,United States,Montclair,NJ,-74.22,40.81,Active
20409,17222-143484,Licensed,North America,United States,Montvale,NJ,-74.05,41.05,Closed
20410,27055-246590,Company Owned,North America,United States,Moorestown,NJ,-74.96,39.94,Closed
20411,7659-36499,Company Owned,North America,United States,Moorestown,NJ,-74.95,39.96,Closed
20412,7843-81104,Company Owned,North America,United States,Morganville,NJ,-74.31,40.35,Active
20413,79414-101834,Licensed,North America,United States,Morris Plains,NJ,-74.46,40.84,Active
20414,23132-226725,Licensed,North America,United States,Morristown,NJ,-74.46,40.79,Active
20415,15236-155385,Company Owned,North America,United States,Morristown,NJ,-74.48,40.8,Active
20416,76283-92341,Licensed,North America,United States,Mount Laurel,NJ,-74.91,39.97,Active
20417,17100-94557,Company Owned,North America,United States,Mount Laurel,NJ,-74.96,39.93,Active
20418,17219-176967,Licensed,North America,United States,Mount Laurel,NJ,-74.89,39.98,Active
20419,9438-95597,Company Owned,North America,United States,Mount Laurel,NJ,-74.91,39.97,Closed
20420,7292-1170,Company Owned,North America,United States,New Brunswick,NJ,-74.44,40.5,Active
20421,48624-237152,Licensed,North America,United States,New Brunswick,NJ,-74.45,40.5,Closed
20422,20380-205045,Company Owned,North America,United States,New Providence,NJ,-74.4,40.71,Active
20423,75593-77287,Licensed,North America,United States,Newark,NJ,-74.17,40.69,Active
20424,75579-64502,Licensed,North America,United States,Newark,NJ,-74.17,40.69,Closed
20425,75299-79635,Licensed,North America,United States,Newark,NJ,-74.18,40.74,Active
20426,26152-243613,Company Owned,North America,United States,Newark,NJ,-74.17,40.74,Active
20427,76237-89024,Licensed,North America,United States,North Bergen,NJ,-74.02,40.8,Active
20428,19703-199245,Company Owned,North America,United States,North Bergen,NJ,-74.0,40.79,Active
20429,11363-103664,Company Owned,North America,United States,North Brunswick,NJ,-74.46,40.46,Active
20430,23510-214966,Licensed,North America,United States,North Brunswick,NJ,-74.5,40.44,Active
20431,26647-242587,Licensed,North America,United States,North Woodbridge,NJ,-74.26,40.56,Active
20432,10837-102453,Company Owned,North America,United States,Northvale,NJ,-73.95,41.02,Active
20433,7649-34579,Company Owned,North America,United States,Nutley,NJ,-74.16,40.82,Active
20434,7496-9052,Company Owned,North America,United States,Oakhurst,NJ,-74.04,40.26,Active
20435,14497-116306,Company Owned,North America,United States,Oakland,NJ,-74.24,41.03,Active
20436,21146-209384,Licensed,North America,United States,Ocean,NJ,-74.05,40.23,Active
20437,21403-206765,Licensed,North America,United States,Ocean City,NJ,-74.58,39.28,Active
20438,7854-235004,Company Owned,North America,United States,Ocean Township,NJ,-74.05,40.23,Active
20439,73920-94742,Licensed,North America,United States,Old Bridge,NJ,-74.31,40.38,Active
20440,7232-567,Company Owned,North America,United States,Old Tappan,NJ,-73.98,41.01,Active
20442,2973-7147,Company Owned,North America,United States,Paramus,NJ,-74.07,40.92,Closed
20443,70349-137946,Licensed,North America,United States,Paramus,NJ,-74.06,40.92,Active
20444,19244-199704,Company Owned,North America,United States,Paramus,NJ,-74.08,40.92,Closed
20445,7755-32200,Company Owned,North America,United States,Paramus,NJ,-74.07,40.95,Active
20446,7533-6907,Company Owned,North America,United States,Paramus,NJ,-74.07,40.93,Active
20448,21769-210086,Company Owned,North America,United States,Paramus,NJ,-74.08,40.92,Active
20449,28755-250870,Company Owned,North America,United States,Park Ridge,NJ,-74.03,41.04,Active
20450,7853-77642,Company Owned,North America,United States,Pennington,NJ,-74.78,40.3,Active
20451,72454-9953,Licensed,North America,United States,Penns Grove,NJ,-75.45,39.69,Active
20452,70060-129264,Licensed,North America,United States,Pennsgrove,NJ,-75.46,39.72,Active
20453,79455-98841,Licensed,North America,United States,Phillipsburg,NJ,-75.15,40.68,Active
20454,22004-214844,Company Owned,North America,United States,Phillipsburg,NJ,-75.15,40.69,Active
20455,20970-208926,Licensed,North America,United States,Phillipsburg,NJ,-75.14,40.67,Active
20456,48503-261427,Licensed,North America,United States,Piscataway,NJ,-74.44,40.52,Closed
20457,19466-179945,Licensed,North America,United States,Piscataway,NJ,-74.43,40.52,Active
20458,2863-44901,Company Owned,North America,United States,Piscataway,NJ,-74.44,40.55,Closed
20459,23300-226924,Licensed,North America,United States,Pomona,NJ,-74.59,39.49,Active
20460,14298-112284,Company Owned,North America,United States,Pompton Lakes,NJ,-74.29,41.01,Active
20461,7208-560,Company Owned,North America,United States,Princeton,NJ,-74.66,40.35,Active
20462,7683-44902,Company Owned,North America,United States,Princeton,NJ,-74.66,40.31,Active
20463,7271-814,Company Owned,North America,United States,Ramsey,NJ,-74.14,41.06,Active
20464,13982-106892,Company Owned,North America,United States,Ramsey,NJ,-74.14,41.08,Active
20465,7254-831,Company Owned,North America,United States,Red Bank,NJ,-74.07,40.35,Active
20466,19502-199264,Company Owned,North America,United States,Ridgewood,NJ,-74.09,40.98,Active
20467,879-2008,Company Owned,North America,United States,Ridgewood,NJ,-74.12,40.98,Active
20468,10461-100797,Company Owned,North America,United States,Rio Grande,NJ,-74.87,39.02,Closed
20469,76836-95674,Licensed,North America,United States,Riverdale,NJ,-74.31,40.99,Active
20470,76555-97487,Licensed,North America,United States,Riverside,NJ,-74.96,40.01,Active
20471,76236-93128,Licensed,North America,United States,Rockaway,NJ,-74.56,40.91,Active
20472,9660-97316,Company Owned,North America,United States,Rockaway,NJ,-74.56,40.91,Active
20473,7727-54799,Company Owned,North America,United States,Rockaway,NJ,-74.55,40.91,Closed
20475,9273-95101,Company Owned,North America,United States,Roseland,NJ,-74.33,40.82,Active
20476,23590-231285,Company Owned,North America,United States,Rutherford,NJ,-74.1,40.82,Active
20477,7405-1695,Company Owned,North America,United States,Sea Girt,NJ,-74.06,40.14,Active
20478,23708-231485,Licensed,North America,United States,Secaucus,NJ,-74.06,40.78,Closed
20479,10038-95235,Company Owned,North America,United States,Secaucus,NJ,-74.05,40.79,Active
20480,9802-97755,Company Owned,North America,United States,Sewell,NJ,-75.08,39.75,Active
20481,76991-129487,Licensed,North America,United States,Sewell,NJ,-75.13,39.77,Active
20483,10326-100646,Company Owned,North America,United States,Shorthills,NJ,-74.36,40.74,Active
20484,7289-751,Company Owned,North America,United States,Shrewsbury,NJ,-74.06,40.33,Active
20485,19574-199449,Company Owned,North America,United States,Sicklerville,NJ,-75.01,39.74,Active
20486,76670-104493,Licensed,North America,United States,Sicklerville,NJ,-74.99,39.75,Active
20487,9841-98351,Company Owned,North America,United States,Somers Point,NJ,-74.6,39.33,Active
20488,7361-1504,Company Owned,North America,United States,Somerset,NJ,-74.52,40.52,Active
20489,19505-200105,Company Owned,North America,United States,Somerville,NJ,-74.62,40.57,Active
20490,20213-204164,Company Owned,North America,United States,South Amboy,NJ,-74.3,40.46,Active
20491,75556-49639,Licensed,North America,United States,South Amboy,NJ,-74.29,40.47,Active
20492,76790-108083,Licensed,North America,United States,South Brunswick,NJ,-74.57,40.38,Active
20493,7291-1086,Company Owned,North America,United States,South Orange,NJ,-74.26,40.75,Active
20494,76554-90969,Licensed,North America,United States,South Plainfield,NJ,-74.43,40.55,Active
20495,7226-562,Company Owned,North America,United States,Summit,NJ,-74.36,40.72,Active
20496,22879-224644,Company Owned,North America,United States,Tinton Falls,NJ,-74.09,40.22,Active
20497,70079-107658,Licensed,North America,United States,Toms River,NJ,-74.16,39.95,Active
20498,21774-214864,Company Owned,North America,United States,Toms River,NJ,-74.22,40.05,Active
20499,11421-105416,Company Owned,North America,United States,Toms River,NJ,-74.18,39.98,Active
20500,75683-94535,Licensed,North America,United States,Trenton,NJ,-74.64,40.18,Closed
20501,76954-129485,Licensed,North America,United States,Turnersville,NJ,-75.04,39.73,Active
20502,21654-213944,Company Owned,North America,United States,Turnersville,NJ,-75.05,39.76,Active
20503,7483-8050,Company Owned,North America,United States,Union,NJ,-74.31,40.69,Active
20504,12457-151964,Licensed,North America,United States,Union,NJ,-74.24,40.68,Active
20505,76937-97486,Licensed,North America,United States,Union,NJ,-74.29,40.72,Closed
20506,858-2049,Company Owned,North America,United States,Upper Montclair,NJ,-74.21,40.84,Active
20507,73921-134615,Licensed,North America,United States,Vernon,NJ,-74.49,41.19,Active
20508,8963-95327,Company Owned,North America,United States,Vineland,NJ,-75.04,39.43,Active
20509,18835-99379,Company Owned,North America,United States,Voorhees,NJ,-74.93,39.84,Active
20510,49577-265424,Licensed,North America,United States,Wall Township,NJ,-74.06,40.15,Closed
20511,7545-8306,Company Owned,North America,United States,Warren,NJ,-74.49,40.62,Active
